_id,StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
4321,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית עד 25 קמ""ש יותר",
4322,עבירות תנועה,מהירות מופרזת לגבי החוק,"דרך שאינה עירונית עד 25 קמ""ש יותר",
4323,עבירות תנועה,מהירות מופרזת לגבי החוק,"מ-12,000 קג ,בינערוני,תמרור 426 מעל 80קמ""ש",
4324,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות 26-40קמ""ש מעל, לא עירוני עם שטח הפרדה",
4325,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות ב-20 70קמ""ש ,21-30קמ""ש",
4326,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות בלתי סבירה בתנאי הדרך.,
4327,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות העולה על המסומן בתמרור,
4328,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות העולה על המצוין ברשיון הרכב,
4329,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות העולה על המצוין בתמרור,
4330,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ-21 עד 30 קמ""ש מעל, דרך עירונית",
4331,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ-21עד 30 קמ""ש מעל, עירוני, 50 קמ""ש",
4332,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ-26 עד 40 קמ""ש מעל, דרך שאינה עירונית",
4333,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 31 עד 40 קמ""ש מעל, דרך עירונית",
4334,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 31 עד 40 קמ""ש מעל, דרך עירונית",
4335,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל ,דרך מהירה",
4336,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל ,דרך מהירה",
4337,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל ,דרך שאינה עירונית",
4338,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל, דרך שאינה עירונית",
4339,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל, דרך שאינה עירונית",
4340,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 קמ""ש מעל ,דרך עירונית",
4341,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 קמ""ש מעל, דרך עירונית",
4342,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל ,דרך מהירה",
4343,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל ,דרך מהירה",
4344,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל, דרך שאינה עירונית",
4345,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל, דרך שאינה עירונית",
4346,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל, דרך שאינה עירונית",
4347,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות מסחרי מעל 12 טון דרך מהירה,
4348,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות מעל המותר,
4349,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות מעל המצויין ברשיון הרכב,
4350,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מעל למסומן בתמרור - מכ""ם",
4351,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 20 קמ""ש מעל דרך עירונית",
4352,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 20 קמ""ש מעל,דרך עירונית",
4353,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25  קמ""ש מעל, דרך שאינה עירונית",
4354,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25 קמ""ש מעל המותר דרך מהירה",
4355,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25 קמ""ש מעל, דרך שאינה עירונית",
4356,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25 קמ""ש מעל,לא עירוני,80 קמ""ש",
4357,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-26 עד 40,
4358,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-26 עד 40,
4359,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-41 ומעלה,
4360,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-41 ומעלה,
4361,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות תמרור ב-22 מ-41 קמ""ש ומעלה",
4362,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 עד 25 יותר,
4363,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 עד 25 יותר,
4364,עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 עד 25 יותר,
4365,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות,דרך מהירה מ-26קמ""ש עד 40קמ""ש",
4366,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות,דרך מהירה מ-41 קמ""ש ומעלה",
4367,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות,דרך שאינה עירונית ב-66",
4368,עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות26-40 קמ""ש מעל,לא עירוני,80 קמ""ש",
4369,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון ,מהירה,תמרור 426 מ-31 קמ""ש ומעלה",
4370,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון,מהירה,תמרור 426 ,41 קמ""ש ומעל",
4371,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון+, עד 25 קמ""ש מעל,דרך מהירה",
4372,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון+,26-40קמ""ש מעל,דרך מהירה",
4373,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון+,לא עירונית תמרור 426 ,41 קמש+",
4374,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מ12000,מהירה ב-20 מ26עד40",
4375,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מ12000,מהירה ב-20 עד25 יותר",
4376,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מ12000,עירוני ב-20 מ31 ומעלה",
4377,עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מעל 12טון מ-41 קמ""ש לא עירוני+שטח הפרדה",
4378,עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה בדרך עירונית - מהירות מופרזת,
4379,עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
4380,עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
4381,עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
4382,עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
4383,עבירות תנועה,מהירות מופרזת לגבי החוק,"עירונית ב-20 50קמ""ש עד 20קמ""ש מעל12טון",
4384,עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי דרך לא עירונית מהירות עד 25קמ""ש כולל",
4385,עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי דרך שאינה עירונית 41 קמ""ש ומעלה",
4386,עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי טרקטור מ.ניידת,בינעירוני",
4387,עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי מהירות דרך עירונית 31 קמ""ש ומעלה",
4388,עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי מהירות, עירונית, 40-31 קמ""ש מעל",
4389,עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי,דרך עירונית, 21 קמ""ש -30 קמ""ש",
4390,עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי,דרך שאינה עירונית,26-40 קמ""ש",
4391,עבירות תנועה,מהירות מופרזת לגבי החוק,"שטח הפרדה (90 קמ""ש) 41 קמש +,למעט מעל 12000",
4392,עבירות תנועה,מטען שלא כחוק,אורך רכב ומטען עולה על 20 מ' ללא היתר,
4393,עבירות תנועה,מטען שלא כחוק,אי סימון מטען חורג מאחור,
4394,עבירות תנועה,מטען שלא כחוק,אי סימון מטען חורג מלפנים,
4395,עבירות תנועה,מטען שלא כחוק,אי סימון קצה מטען,
4396,עבירות תנועה,מטען שלא כחוק,אי ציות לתמרור 407,
4397,עבירות תנועה,מטען שלא כחוק,"הובלת חומ""ס גזים- בגלילים שלא במאונך או שלא במסגרת",
4398,עבירות תנועה,מטען שלא כחוק,הובלת חומר מסוכן ללא אישור מוביל לרכב זה,
4399,עבירות תנועה,מטען שלא כחוק,הובלת חומר מסוכן ללא היתר מהמפקח על התעבורה,
4400,עבירות תנועה,מטען שלא כחוק,הובלת חומר מסוכן שאינו ארוז ומסומן כחוק,
4401,עבירות תנועה,מטען שלא כחוק,"הובלת חומר מסוכן שלא עפ""י שטר או תעודת מטען",
4402,עבירות תנועה,מטען שלא כחוק,הובלת מטען בתפזורת ללא כיסוי מתאים,
4403,עבירות תנועה,מטען שלא כחוק,"הובלת מטען גבה מעל 4.8מ'רכב מעל 15,000 ק""ג",
4404,עבירות תנועה,מטען שלא כחוק,הובלת מטען חורג בתפזורת,
